0;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;;;;;;;;;;;;;;;;;;;;;;;;
20070426;26/04/2007 00:00;jeudi, avril 26 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070401;01/04/2007 00:00;avril 2007;20070423;23/04/2007 00:00;Semaine 17, 2007;116;Jour 116;116;Jour 116;26;Jour 26;26;Jour 26;4;Jour 4;17;Semaine 17;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070427;27/04/2007 00:00;vendredi, avril 27 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070401;01/04/2007 00:00;avril 2007;20070423;23/04/2007 00:00;Semaine 17, 2007;117;Jour 117;117;Jour 117;27;Jour 27;27;Jour 27;5;Jour 5;17;Semaine 17;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070428;28/04/2007 00:00;samedi, avril 28 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070401;01/04/2007 00:00;avril 2007;20070423;23/04/2007 00:00;Semaine 17, 2007;118;Jour 118;118;Jour 118;28;Jour 28;28;Jour 28;6;Jour 6;17;Semaine 17;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070429;29/04/2007 00:00;dimanche, avril 29 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070401;01/04/2007 00:00;avril 2007;20070423;23/04/2007 00:00;Semaine 17, 2007;119;Jour 119;119;Jour 119;29;Jour 29;29;Jour 29;7;Jour 7;17;Semaine 17;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070430;30/04/2007 00:00;lundi, avril 30 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070401;01/04/2007 00:00;avril 2007;20070430;30/04/2007 00:00;Semaine 18, 2007;120;Jour 120;120;Jour 120;30;Jour 30;30;Jour 30;1;Jour 1;18;Semaine 18;4;Mois 4;4;Mois 4;1;Mois 1;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070501;01/05/2007 00:00;mardi, mai 01 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070430;30/04/2007 00:00;Semaine 18, 2007;121;Jour 121;121;Jour 121;31;Jour 31;1;Jour 1;2;Jour 2;18;Semaine 18;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070502;02/05/2007 00:00;mercredi, mai 02 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070430;30/04/2007 00:00;Semaine 18, 2007;122;Jour 122;122;Jour 122;32;Jour 32;2;Jour 2;3;Jour 3;18;Semaine 18;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070503;03/05/2007 00:00;jeudi, mai 03 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070430;30/04/2007 00:00;Semaine 18, 2007;123;Jour 123;123;Jour 123;33;Jour 33;3;Jour 3;4;Jour 4;18;Semaine 18;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070504;04/05/2007 00:00;vendredi, mai 04 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070430;30/04/2007 00:00;Semaine 18, 2007;124;Jour 124;124;Jour 124;34;Jour 34;4;Jour 4;5;Jour 5;18;Semaine 18;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070505;05/05/2007 00:00;samedi, mai 05 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070430;30/04/2007 00:00;Semaine 18, 2007;125;Jour 125;125;Jour 125;35;Jour 35;5;Jour 5;6;Jour 6;18;Semaine 18;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070506;06/05/2007 00:00;dimanche, mai 06 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070430;30/04/2007 00:00;Semaine 18, 2007;126;Jour 126;126;Jour 126;36;Jour 36;6;Jour 6;7;Jour 7;18;Semaine 18;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070507;07/05/2007 00:00;lundi, mai 07 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070507;07/05/2007 00:00;Semaine 19, 2007;127;Jour 127;127;Jour 127;37;Jour 37;7;Jour 7;1;Jour 1;19;Semaine 19;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070508;08/05/2007 00:00;mardi, mai 08 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070507;07/05/2007 00:00;Semaine 19, 2007;128;Jour 128;128;Jour 128;38;Jour 38;8;Jour 8;2;Jour 2;19;Semaine 19;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070509;09/05/2007 00:00;mercredi, mai 09 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070507;07/05/2007 00:00;Semaine 19, 2007;129;Jour 129;129;Jour 129;39;Jour 39;9;Jour 9;3;Jour 3;19;Semaine 19;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070510;10/05/2007 00:00;jeudi, mai 10 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070507;07/05/2007 00:00;Semaine 19, 2007;130;Jour 130;130;Jour 130;40;Jour 40;10;Jour 10;4;Jour 4;19;Semaine 19;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070511;11/05/2007 00:00;vendredi, mai 11 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070507;07/05/2007 00:00;Semaine 19, 2007;131;Jour 131;131;Jour 131;41;Jour 41;11;Jour 11;5;Jour 5;19;Semaine 19;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070512;12/05/2007 00:00;samedi, mai 12 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070507;07/05/2007 00:00;Semaine 19, 2007;132;Jour 132;132;Jour 132;42;Jour 42;12;Jour 12;6;Jour 6;19;Semaine 19;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070513;13/05/2007 00:00;dimanche, mai 13 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070507;07/05/2007 00:00;Semaine 19, 2007;133;Jour 133;133;Jour 133;43;Jour 43;13;Jour 13;7;Jour 7;19;Semaine 19;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070514;14/05/2007 00:00;lundi, mai 14 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070514;14/05/2007 00:00;Semaine 20, 2007;134;Jour 134;134;Jour 134;44;Jour 44;14;Jour 14;1;Jour 1;20;Semaine 20;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070515;15/05/2007 00:00;mardi, mai 15 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070514;14/05/2007 00:00;Semaine 20, 2007;135;Jour 135;135;Jour 135;45;Jour 45;15;Jour 15;2;Jour 2;20;Semaine 20;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070516;16/05/2007 00:00;mercredi, mai 16 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070514;14/05/2007 00:00;Semaine 20, 2007;136;Jour 136;136;Jour 136;46;Jour 46;16;Jour 16;3;Jour 3;20;Semaine 20;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070517;17/05/2007 00:00;jeudi, mai 17 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070514;14/05/2007 00:00;Semaine 20, 2007;137;Jour 137;137;Jour 137;47;Jour 47;17;Jour 17;4;Jour 4;20;Semaine 20;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070518;18/05/2007 00:00;vendredi, mai 18 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070514;14/05/2007 00:00;Semaine 20, 2007;138;Jour 138;138;Jour 138;48;Jour 48;18;Jour 18;5;Jour 5;20;Semaine 20;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070519;19/05/2007 00:00;samedi, mai 19 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070514;14/05/2007 00:00;Semaine 20, 2007;139;Jour 139;139;Jour 139;49;Jour 49;19;Jour 19;6;Jour 6;20;Semaine 20;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070520;20/05/2007 00:00;dimanche, mai 20 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070514;14/05/2007 00:00;Semaine 20, 2007;140;Jour 140;140;Jour 140;50;Jour 50;20;Jour 20;7;Jour 7;20;Semaine 20;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070521;21/05/2007 00:00;lundi, mai 21 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070521;21/05/2007 00:00;Semaine 21, 2007;141;Jour 141;141;Jour 141;51;Jour 51;21;Jour 21;1;Jour 1;21;Semaine 21;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070522;22/05/2007 00:00;mardi, mai 22 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070521;21/05/2007 00:00;Semaine 21, 2007;142;Jour 142;142;Jour 142;52;Jour 52;22;Jour 22;2;Jour 2;21;Semaine 21;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070523;23/05/2007 00:00;mercredi, mai 23 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070521;21/05/2007 00:00;Semaine 21, 2007;143;Jour 143;143;Jour 143;53;Jour 53;23;Jour 23;3;Jour 3;21;Semaine 21;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070524;24/05/2007 00:00;jeudi, mai 24 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070521;21/05/2007 00:00;Semaine 21, 2007;144;Jour 144;144;Jour 144;54;Jour 54;24;Jour 24;4;Jour 4;21;Semaine 21;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070525;25/05/2007 00:00;vendredi, mai 25 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070521;21/05/2007 00:00;Semaine 21, 2007;145;Jour 145;145;Jour 145;55;Jour 55;25;Jour 25;5;Jour 5;21;Semaine 21;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070526;26/05/2007 00:00;samedi, mai 26 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070521;21/05/2007 00:00;Semaine 21, 2007;146;Jour 146;146;Jour 146;56;Jour 56;26;Jour 26;6;Jour 6;21;Semaine 21;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070527;27/05/2007 00:00;dimanche, mai 27 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070521;21/05/2007 00:00;Semaine 21, 2007;147;Jour 147;147;Jour 147;57;Jour 57;27;Jour 27;7;Jour 7;21;Semaine 21;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070528;28/05/2007 00:00;lundi, mai 28 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070528;28/05/2007 00:00;Semaine 22, 2007;148;Jour 148;148;Jour 148;58;Jour 58;28;Jour 28;1;Jour 1;22;Semaine 22;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070529;29/05/2007 00:00;mardi, mai 29 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070528;28/05/2007 00:00;Semaine 22, 2007;149;Jour 149;149;Jour 149;59;Jour 59;29;Jour 29;2;Jour 2;22;Semaine 22;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070530;30/05/2007 00:00;mercredi, mai 30 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070528;28/05/2007 00:00;Semaine 22, 2007;150;Jour 150;150;Jour 150;60;Jour 60;30;Jour 30;3;Jour 3;22;Semaine 22;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070531;31/05/2007 00:00;jeudi, mai 31 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070501;01/05/2007 00:00;mai 2007;20070528;28/05/2007 00:00;Semaine 22, 2007;151;Jour 151;151;Jour 151;61;Jour 61;31;Jour 31;4;Jour 4;22;Semaine 22;5;Mois 5;5;Mois 5;2;Mois 2;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070601;01/06/2007 00:00;vendredi, juin 01 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070528;28/05/2007 00:00;Semaine 22, 2007;152;Jour 152;152;Jour 152;62;Jour 62;1;Jour 1;5;Jour 5;22;Semaine 22;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070602;02/06/2007 00:00;samedi, juin 02 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070528;28/05/2007 00:00;Semaine 22, 2007;153;Jour 153;153;Jour 153;63;Jour 63;2;Jour 2;6;Jour 6;22;Semaine 22;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070603;03/06/2007 00:00;dimanche, juin 03 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070528;28/05/2007 00:00;Semaine 22, 2007;154;Jour 154;154;Jour 154;64;Jour 64;3;Jour 3;7;Jour 7;22;Semaine 22;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070604;04/06/2007 00:00;lundi, juin 04 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070604;04/06/2007 00:00;Semaine 23, 2007;155;Jour 155;155;Jour 155;65;Jour 65;4;Jour 4;1;Jour 1;23;Semaine 23;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070605;05/06/2007 00:00;mardi, juin 05 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070604;04/06/2007 00:00;Semaine 23, 2007;156;Jour 156;156;Jour 156;66;Jour 66;5;Jour 5;2;Jour 2;23;Semaine 23;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070606;06/06/2007 00:00;mercredi, juin 06 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070604;04/06/2007 00:00;Semaine 23, 2007;157;Jour 157;157;Jour 157;67;Jour 67;6;Jour 6;3;Jour 3;23;Semaine 23;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070607;07/06/2007 00:00;jeudi, juin 07 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070604;04/06/2007 00:00;Semaine 23, 2007;158;Jour 158;158;Jour 158;68;Jour 68;7;Jour 7;4;Jour 4;23;Semaine 23;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070608;08/06/2007 00:00;vendredi, juin 08 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070604;04/06/2007 00:00;Semaine 23, 2007;159;Jour 159;159;Jour 159;69;Jour 69;8;Jour 8;5;Jour 5;23;Semaine 23;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070609;09/06/2007 00:00;samedi, juin 09 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070604;04/06/2007 00:00;Semaine 23, 2007;160;Jour 160;160;Jour 160;70;Jour 70;9;Jour 9;6;Jour 6;23;Semaine 23;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070610;10/06/2007 00:00;dimanche, juin 10 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070604;04/06/2007 00:00;Semaine 23, 2007;161;Jour 161;161;Jour 161;71;Jour 71;10;Jour 10;7;Jour 7;23;Semaine 23;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070611;11/06/2007 00:00;lundi, juin 11 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070611;11/06/2007 00:00;Semaine 24, 2007;162;Jour 162;162;Jour 162;72;Jour 72;11;Jour 11;1;Jour 1;24;Semaine 24;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070612;12/06/2007 00:00;mardi, juin 12 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070611;11/06/2007 00:00;Semaine 24, 2007;163;Jour 163;163;Jour 163;73;Jour 73;12;Jour 12;2;Jour 2;24;Semaine 24;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070613;13/06/2007 00:00;mercredi, juin 13 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070611;11/06/2007 00:00;Semaine 24, 2007;164;Jour 164;164;Jour 164;74;Jour 74;13;Jour 13;3;Jour 3;24;Semaine 24;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070614;14/06/2007 00:00;jeudi, juin 14 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070611;11/06/2007 00:00;Semaine 24, 2007;165;Jour 165;165;Jour 165;75;Jour 75;14;Jour 14;4;Jour 4;24;Semaine 24;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070615;15/06/2007 00:00;vendredi, juin 15 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070611;11/06/2007 00:00;Semaine 24, 2007;166;Jour 166;166;Jour 166;76;Jour 76;15;Jour 15;5;Jour 5;24;Semaine 24;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070616;16/06/2007 00:00;samedi, juin 16 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070611;11/06/2007 00:00;Semaine 24, 2007;167;Jour 167;167;Jour 167;77;Jour 77;16;Jour 16;6;Jour 6;24;Semaine 24;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070617;17/06/2007 00:00;dimanche, juin 17 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070611;11/06/2007 00:00;Semaine 24, 2007;168;Jour 168;168;Jour 168;78;Jour 78;17;Jour 17;7;Jour 7;24;Semaine 24;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
20070618;18/06/2007 00:00;lundi, juin 18 2007;20070101;01/01/2007 00:00;Calendrier 2007;20070101;01/01/2007 00:00;Semestre 1, 2007;20070401;01/04/2007 00:00;Trimestre 2, 2007;20070601;01/06/2007 00:00;juin 2007;20070618;18/06/2007 00:00;Semaine 25, 2007;169;Jour 169;169;Jour 169;79;Jour 79;18;Jour 18;1;Jour 1;25;Semaine 25;6;Mois 6;6;Mois 6;3;Mois 3;2;Trimestre 2;2;Trimestre 2;1;Semestre 1
